school,campus,canteen,floor,name,price,type
"中山大学","南校区","西北风味餐厅","一楼","骨汤杂酱面","12","面食"
"中山大学","南校区","西北风味餐厅","一楼","老坛酸菜肉丝面","13","面食"
"中山大学","南校区","西北风味餐厅","一楼","杂酱酸辣粉","15","面食"
"中山大学","南校区","西北风味餐厅","一楼","抄手小面套餐","16","面食"
"中山大学","南校区","西北风味餐厅","一楼","红油抄手","12","其他"
"中山大学","南校区","西北风味餐厅","一楼","水煮肉片饭","13","米饭"
"中山大学","南校区","西北风味餐厅","一楼","水煮鱼片饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","水煮牛肉饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","藤椒酸菜鱼饭","16","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤肥牛饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤肉片饭","13","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤牛肉饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤鱼片饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","番茄肥牛饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","番茄牛肉饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","萝卜牛腩饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","萝卜牛杂饭","16","米饭"
"中山大学","南校区","西北风味餐厅","一楼","台式卤肉饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","隆江猪脚饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","卤鸡腿饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","紫苏鸭腿饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","梅菜焖肉饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","秘酱排骨饭","17","米饭"
"中山大学","南校区","西北风味餐厅","一楼","三杯鸡饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","咖喱鱼蛋饭","13.8","米饭"
